Index	English	Japanese_Translation
26001	Unleashes blades from its body, dealing Neutral melee ^{5}adaptive damage^{6} equal to the master's ^{1}Adaptive ATK^{2}*^{3}${2}%^{4} to up to @{1} enemies within a ${1}-meter radius, and grants the master ^{7}^{8}Control Immunity^{9} ^{10} for ${3} seconds.	身体から刃を放ち、${1}m範囲内の最大@{1}体の敵へ、主人の^{1}適応攻撃^{2}*^{3}${2}%^{4}に相当する無属性近接^{5}適応ダメージ^{6}を与え、主人に${3}秒間^{7}^{8}コントロール無効^{9} ^{10}を付与します。
26002	Increases the Maximum Number of Targets of ^{1}Recovery-type^{2} and ^{3}Offensive-type^{4} Primary Battle Skills by ${1} (the number of designated targets for ST skills remains unchanged), but reduces Healing and damage dealt to each target by ^{5}${2}%^{6}.	^{1}回復型^{2}および^{3}攻撃型^{4}の主要戦闘スキルの最大対象数が${1}増加します（単体スキルの指定対象数は変わりません）が、各対象への回復量とダメージが^{5}${2}%^{6}減少します。
26003	Dagger-exclusive skill. Summon countless shadows to attack enemies, dealing a total of PATK*^{1}${3}%*(${4}+ASPD*${5}%)^{2} Neutral melee Physical damage to up to ${2} enemies within a ${1}-meter radius. Gain ^{3}^{4}【Endure】^{5}^{6} while casting this skill.	短剣専用スキル。無数の影を召喚して敵を攻撃し、${1}m範囲内の最大${2}体の敵へ、合計PATK*^{1}${3}%*(${4}+ASPD*${5}%)^{2}の無属性近接物理ダメージを与えます。このスキルの使用中は^{3}^{4}【エンデュア】^{5}^{6}を獲得します。
26004	@{1}. The host can set how Members turn on their mics and who has permission to speak. The host can also mute a Member or add them to the room's Blocks.\n@{2}. Please ^{1}use these permissions responsibly^{2} and make your Tavern room a fun place for everyone!	@{1}. ホストはメンバーのマイクのオン方法や発言権限を設定できます。また、メンバーをミュートしたり、ルームのブロックリストへ追加したりできます。\n@{2}. ^{1}これらの権限を適切に使用^{2}し、みんなが楽しめる酒場ルームを作りましょう！
26005	Ilmata plays a wondrous melody and ^{1}summons a giant spinning wheel onto the field^{2}. The wheel is covered with ^{3}obstacles and magic circles that deal heavy damage^{4}. As it spins continuously, players must ^{5}use Lope to survive the deadly trial^{6}.	イルマタが不思議な旋律を奏で、^{1}巨大な回転輪をフィールドへ召喚します^{2}。回転輪には^{3}大ダメージを与える障害物と魔法陣^{4}が多数設置されています。回転し続ける中、プレイヤーは^{5}跳躍を使って命がけの試練を切り抜ける^{6}必要があります。
26006	(Flicks the blade with a finger, making it ring with a crisp hum) Forged from fine southern steel and personally quenched by the apprentice of a distant cousin of a dwarven Moonlit Challenger! One swing turns a Poring into sashimi and a Dummy into a toothpick!	（指で刃を弾き、澄んだ音を響かせる）南方産の上質な鋼で鍛え、ドワーフのムーンライトチャレンジャーの遠い従兄弟の弟子が自ら焼き入れした逸品だ！一振りでポリンは刺身、ダミーは爪楊枝になるぞ！
26007	Immediately enters ^{1}^{2}【Camouflage】^{3}^{4} and 【Hiding】^{5}^{6}, making you invisible and untargetable and increasing Movement Speed by ^{7}${1}%^{8} for ${2} sec.\nDealing or taking damage a total of ${3} times immediately ends 【Camouflage】 and 【Hiding】.	即座に^{1}^{2}【カモフラージュ】^{3}^{4}と【ハイディング】^{5}^{6}状態になり、姿が見えなくなって対象に選択されなくなり、${2}秒間、移動速度が^{7}${1}%^{8}増加します。\nダメージを与える、または受ける回数の合計が${3}回に達すると、【カモフラージュ】と【ハイディング】は即座に解除されます。
26008	Orc Hero summons three greatswords that fall from the sky, dealing heavy damage to players hit. The greatswords remain on the ground for @{1} sec and continuously damage nearby players. When they disappear, they explode and deal heavy damage to nearby players.	オークヒーローが空から3本の大剣を落とし、命中したプレイヤーへ大ダメージを与えます。大剣は地面に@{1}秒間残り、周囲のプレイヤーへ継続的にダメージを与えます。消滅時に爆発し、周囲のプレイヤーへ大ダメージを与えます。
26009	After your ^{1}【Judex】^{2} is cast, it triggers ^{3}^{4}【Low Hum】^{5}^{6} once and grants you stacks of the ^{7}^{8}【Low Hum】^{9}^{10} effect. At ${1} stacks, all stacks are removed, triggering ^{13}^{14}【Organum】^{15} at the ^{11}【Judex】^{12} impact location.	自身の^{1}【ジュデックス】^{2}使用後、^{3}^{4}【ローハム】^{5}^{6}を1回発動し、^{7}^{8}【ローハム】^{9}^{10}効果をスタックします。${1}スタックに達すると全スタックを消費し、^{11}【ジュデックス】^{12}の着弾地点で^{13}^{14}【オルガヌム】^{15}を発動します。
26010	^{1}^{2}[Grand Cross]^{3}^{4} and ^{5}^{6}[Holy Cross]^{7}^{8} additionally cast [Absolute Judex] on the target, dealing PATK*${3}%+${4} Neutral melee Physical damage to the target and a total of ${2} enemies within ${1} meters. Internal Cooldown: ${5} seconds.	^{1}^{2}[グランドクロス]^{3}^{4}と^{5}^{6}[ホーリークロス]^{7}^{8}が対象へ追加で[アブソリュートジュデックス]を発動し、対象および${1}m以内の合計${2}体の敵へPATK*${3}%+${4}の無属性近接物理ダメージを与えます。内部クールダウン：${5}秒。
26011	Dear Player,\nYour Trade on the Exchange at ${8} [Item: ${1}, Trade Amount: ${5}, Order No.: ${7}] has entered the review period. The review is expected to be completed after ${9}. If approved, you will receive the Trade proceeds. Please watch for further mail.	プレイヤー様へ、\n${8}に取引所で行った取引[アイテム：${1}、取引数量：${5}、注文番号：${7}]は審査期間に入りました。審査は${9}以降に完了する予定です。承認されると取引代金を受け取れます。続報のメールをご確認ください。
26012	Calls upon the power of the god of hunting and archery, increasing Physical damage by ^{1}${1}%^{2} and Movement Speed by ^{3}${2}%^{4} for ${3} sec. During this time, the percentage damage multiplier of ^{5}^{6}【Aimed Shot】^{7}^{8} increases by ^{9}${4}%^{10}.	狩猟と弓術の神の力を呼び起こし、${3}秒間、物理ダメージを^{1}${1}%^{2}、移動速度を^{3}${2}%^{4}増加させます。効果中、^{5}^{6}【エイムドボルト】^{7}^{8}のダメージ倍率が^{9}${4}%^{10}増加します。
26013	High Orc stomps the ground, dealing ^{1}${3}%^{2} Neutral melee ^{3}Adaptive Damage^{4} to up to ${2} enemies within ${1} meters of the master and increasing the damage dealt by up to ${5} allies within ${4} meters of High Orc by ^{5}${6}%^{6} for ${7} seconds.	ハイオークが地面を踏みつけ、主人の${1}m以内の最大${2}体の敵へ^{1}${3}%^{2}の無属性近接^{3}適応ダメージ^{4}を与え、ハイオークの${4}m以内の最大${5}人の味方が与えるダメージを${7}秒間^{5}${6}%^{6}増加させます。
26014	Deals Ghost ranged magic damage equal to Magic ATK*^{5}${3}%+${4}^{6} to up to ^{3}${2}^{4} enemies within a ^{1}${1}^{2}-meter radius, with a ^{7}${5}%^{8} Chance to inflict ^{9}${6}^{10} sec. of 【Slow】, reducing the targets' Movement Speed by ^{11}${7}%^{12}.	^{1}${1}^{2}m範囲内の最大^{3}${2}^{4}体の敵へ、魔法攻撃力*^{5}${3}%+${4}^{6}の念属性遠距離魔法ダメージを与えます。^{7}${5}%^{8}の確率で^{9}${6}^{10}秒間【減速】を付与し、対象の移動速度を^{11}${7}%^{12}減少させます。
26015	Objective: Use the improved "Particle Resonator" to capture and analyze the free-floating thought particles here. If their energy spectrum resonates with the Nail of Order, it will prove that... human conviction and powerful Emotions can drive the Nail of Order.	目標：改良型「粒子共鳴装置」で、ここを漂う思念粒子を捕捉・解析する。そのエネルギースペクトルが秩序の釘と共鳴すれば……人間の強い信念と強烈な感情が、秩序の釘を動かせることの証明になる。
