Index	English	Japanese_Translation
21001	Follow the pathfinder ant to the entrance of the queen ant's nest	道案内アリについて行き、女王アリの巣の入口へ向かう
21002	Ji explains that multiple parallel timelines exist in this world.	ジーは、この世界には複数の並行した時間軸が存在すると説明した。
21003	Obtain a wealth of resources and provide Guild Coins to the guild	豊富な資源を獲得し、ギルドにギルドコインを提供する
21004	Tap to Follow a party member participating in the Caravan Escort.	タップすると、キャラバン護衛に参加中のパーティメンバーを追従します。
21005	The current gameplay experience does not represent final quality.	現在のゲームプレイ体験は最終的な品質を示すものではありません。
21006	Tap to select items to sell. Press and hold to view item details.	タップして売却するアイテムを選択します。長押しするとアイテムの詳細を確認できます。
21007	Resetting will remove all smelting attributes from the equipment.	リセットすると、装備のすべての製錬属性が削除されます。
21008	Entry requirements not met. Unable to reach the destination area.	入場条件を満たしていません。目的地エリアへ移動できません。
21009	The Professor has something important to tell You. Go talk to him	教授から大事な話があるようです。話を聞きに行きましょう。
21010	A client configuration update was detected. You must Restart Now.	クライアント設定の更新を検出しました。今すぐ再起動する必要があります。
21011	Guild Members gain ^{1}@{1}%^{2} combat power during City Defense	都市防衛中、ギルドメンバーの戦闘力が^{1}@{1}%^{2}増加します。
21012	^{1}^{2}^{3}Physical^{4}^{5}^{6}\n^{7}^{8}^{9}Buff^{10}^{11}^{12}	^{1}^{2}^{3}物理^{4}^{5}^{6}\n^{7}^{8}^{9}バフ^{10}^{11}^{12}
21013	An exhilarating @{1} VS @{2} showdown! Come join the Competition!	白熱の@{1} VS @{2}対決！ぜひ競技に参加しよう！
21014	Invitations received during this login will be saved to the list.	今回のログイン中に受け取った招待はリストに保存されます。
21015	Stronghold-holding guilds can purchase supplies from other guilds	拠点を保有するギルドは、他のギルドから物資を購入できます。
21016	No grounds for impeachment. The Guild Master cannot be impeached.	弾劾の条件を満たしていません。ギルドマスターを弾劾できません。
21017	${1}noticed your Get Help request and helped you submit the item.	${1}があなたの支援要請に気づき、アイテムの提出を手伝いました。
21018	The maximum number of players who can Place Bet has been reached.	賭けに参加できるプレイヤー数が上限に達しました。
21019	Damage against all Orcs +@{1}% (excluding Orc Lord and Orc Hero).	すべてのオークへのダメージ+@{1}%（オークロード、オークヒーローを除く）。
