Index	English	Japanese_Translation
18001	Increases Magic DEF by 【Character Lv.*${1}】.	魔法DEFが【キャラクターLv.*${1}】増加。
18002	【Gravitation Field】 deals ${1}% more damage.	【グラビテーションフィールド】のダメージが${1}%増加。
18003	You can adjust your cards in the Card System	カードシステムでカードを調整できます
18004	Butterfly Wings cannot be used in this area.	このエリアでは蝶の羽を使用できません。
18005	This skill is Not Available yet. Stay tuned!	このスキルはまだ利用できません。今後にご期待ください！
18006	Tree Hollow channel chat unlocks at Lv. ${1}	ツリーホロウのチャンネルチャットはLv.${1}で解放
18007	Magic Circle_Advanced Cross Exorciser Attack	魔法陣_上級クロスエクソシスト攻撃
18008	RO's world is primarily based on Norse Myth.	ROの世界観は主に北欧神話をモチーフにしています。
18009	Enhanced equipment is unavailable for Trade.	強化済み装備は取引できません。
18010	【Guild Rally】\nAccept the Guild Rally Order?	【ギルド集結】\nギルド集結命令を受けますか？
18011	All response applications have been declined	すべての応答申請を拒否しました
18012	All response applications have been approved	すべての応答申請を承認しました
18013	Visit the Adventure Guild Mentor (@{1}/@{2})	冒険者ギルド教官を訪ねる（@{1}/@{2}）
18014	Guild Activities - Guild League (Semifinals)	ギルド活動 - ギルドリーグ（準決勝）
18015	Connect Quest - Team Up to Defeat MVP Osiris	連携クエスト - パーティでMVPオシリスを討伐
18016	Connect Quest - Team Up to Defeat MVP Kraken	連携クエスト - パーティでMVPクラーケンを討伐
18017	Connect Quest - Team Up to Defeat Hard Drake	連携クエスト - パーティでハード・ドレイクを討伐
18018	Connect Quest - Defeat Hard Nisha in a Party	連携クエスト - パーティでハード・ニーシャを討伐
18019	No pets are available for battle or support.	戦闘または支援に使用できるペットがいません。
18020	Pet already unlocked. Converted into shards.	ペットは解放済みです。欠片に変換されました。
18021	Tap it to equip the mount automatically, bo.	タップするとマウントを自動装備するよ、ボ。
18022	Wow! [Phantom Realm] is unlocked! Follow me~	わあ！[ファントムレルム]が解放されたよ！ついてきて～
18023	A skill has been unlocked! Come take a look.	スキルが解放されたよ！見てみよう。
18024	This one looks pretty good! Let's choose it!	これ、かなり良さそう！これにしよう！
18025	You'll need it for your Level-up. Select it!	レベルアップに必要だよ。選んで！
18026	Each movement consists of multiple measures.	各楽章はいくつかの小節で構成されます。
18027	Kill the Protector to gain more attack time.	守護者を倒して攻撃時間を延長する
18028	Protect all Protectors within the time limit	制限時間内にすべての守護者を守る
18029	You have another @{1} minutes. Don't dawdle.	残り@{1}分あるよ。急いで！
18030	Professor Meat Is Sour, So Ants Won't Eat It	教授の肉は酸っぱいからアリも食べない
18031	Oh, come on! Where could they all be hiding?	もう！みんなどこに隠れてるんだ？
18032	Come one, come all! You'll need these items!	寄ってらっしゃい！必要な品はここにあるよ！
18033	But I don't think we've met before, have we?	でも、前に会ったことはないよね？
18034	Destiny will guide you where you need to go.	運命が進むべき道へ導いてくれる。
18035	We make our living buying and selling goods.	俺たちは品物の売買で生計を立てている。
18036	Hmph. Today's plan is flawless!... Probably.	ふん。今日の計画は完璧だ！…たぶん。
18037	Strange... Why does she feel so familiar...?	おかしい…どうしてあの人、こんなに懐かしく感じるんだろう…？
18038	Oh? What do you mean by "suddenly appeared"?	え？「突然現れた」ってどういうこと？
18039	Dragon hunt successful. The event has ended.	ドラゴン討伐成功。イベントは終了しました。
18040	Use the following item to unlock this class?	次のアイテムを使ってこの職業を解放しますか？
18041	Job Advance from ${1} Lv${2} to ${3} Lv${4}?	${1} Lv${2}から${3} Lv${4}へ転職しますか？
18042	Fafnir, the Greedy Dragon, has been defeated	貪欲の竜ファフニールを討伐しました
18043	Almagia is about to become Weak. Keep it up!	アルマギアが弱体化寸前です。攻撃を続けて！
18044	Wedding Crashers will begin in @{1} minutes.	ウェディングクラッシャーズは@{1}分後に開始します。
18045	The Guild League has begun. Participate Now?	ギルドリーグが始まりました。参加しますか？
18046	The Escort event has begun. Participate Now.	護衛イベントが始まりました。参加しましょう。
18047	Work together to defeat the Golden Thief Bug	力を合わせて黄金蟲を倒す
18048	Too slow! Go practice and come back later...	遅すぎる！もっと練習して出直してきな…
18049	Central supplies will spawn in @{1} seconds!	中央補給品は@{1}秒後に出現します！
18050	The central Boss will spawn in @{1} seconds!	中央BOSSは@{1}秒後に出現します！
18051	The deathmatch phase begins in @{1} seconds!	デスマッチフェーズは@{1}秒後に開始します！
18052	The Bonfire Party will begin in @{1} minutes	焚き火パーティは@{1}分後に開始します
18053	The Bonfire Party has begun. Head there now?	焚き火パーティが始まりました。今すぐ向かいますか？
18054	The Goddess's army will invade ${2} in ${1}.	女神軍が${1}後に${2}へ侵攻します。
18055	Guild Readiness has increased to 【Lv. ${1}】.	ギルド準備度が【Lv. ${1}】に上昇しました。
18056	Louis\nGuess which Bell my cat is hiding in!	ルイス\nうちの猫がどのベルに隠れてるか当てて！
18057	This round really is a little tricky, but...	今回はちょっと難しいけど…
18058	The Professor was taken?! What do we do now?	教授が連れ去られた！？どうしよう？
18059	Sprazzi\nBeginners, please gather over here!	スプラッキ\n初心者のみんな、こっちに集まって！
18060	Bobo\nWhoa, why is this thing glowing again?	ボボ\nわあ、なんでまた光ってるの？
18061	Bidding begins after the display period ends	展示期間終了後に入札が始まります
18062	Distance Until the Next Preliminaries Begin:	次の予選開始までの距離：
18063	Permanently unlocks the Evil Wing appearance	「イビルウィング」外見を永久解放
18064	Permanently unlocks the Drama Hat appearance	「ドラマハット」外見を永久解放
18065	Permanently unlocks the Nurse Cap appearance	「ナースキャップ」外見を永久解放
18066	Permanently unlocks the Egg Shell appearance	「エッグシェル」外見を永久解放
18067	Mount · Big Poring can be unlocked upon use.	使用するとマウント「ビッグポリン」を解放できます。
18068	Use to Activate the Bouquet Name Card Theme.	使用すると「ブーケ」ネームカードテーマを解放します。
18069	Failed to verify player identity information	プレイヤー本人確認情報の検証に失敗しました
18070	Metal that shines as brilliantly as the sun.	太陽のようにまばゆく輝く金属。
18071	Energy is full! Tap the note to make a Wish!	エネルギー満タン！音符をタップして願い事をしよう！
18072	Wish change limit before the event ends: N/A	イベント終了前の願い変更上限：なし
18073	A wooden club that anyone can use with ease.	誰でも扱いやすい木製クラブ。
18074	A dagger designed for ease of use by anyone.	誰でも扱いやすいよう作られた短剣。
18075	Guild Funds used to purchase guild supplies.	ギルド物資購入に使うギルド資金。
18076	AoE protection and exceptional survivability	範囲防護と優れた生存力
18077	Summon a Demonic Wolf to Fight Alongside you	魔狼を召喚して共に戦わせる
18078	Flying Goblin Balloon - Limited-Time Edition	フライングゴブリンバルーン - 期間限定
18079	Guild League - Preliminaries (Auction Check)	ギルドリーグ - 予選（オークション確認）
18080	Backpack Expansion Voucher (No Function Yet)	バックパック拡張券（機能未実装）
18081	Treasure Clue: Merchant's Secret Compartment	宝の手がかり：商人の隠し収納
18082	Emerald Realm Breaker Scroll · Accessory-Red	エメラルド境界突破スクロール・アクセサリー-赤
18083	Crimson Realm Breaker Scroll · Accessory-Red	クリムゾン境界突破スクロール・アクセサリー-赤
18084	Must log in for a total of ^{1}${1}^{2} days	累計^{1}${1}^{2}日ログインが必要
18085	Not enough cards of the required star rating	必要な星ランクのカードが不足しています
18086	Not enough joint Battle Royale participation	合同バトルロイヤル参加回数が不足しています
18087	Not enough times reaching the required score	必要スコア到達回数が不足しています
18088	Emote/Action not used in the designated area	指定エリアでエモート/アクションを使用していません
18089	Southern Izlude Prefecture - Stronghold @{1}	イズルード南部地域 - 拠点 @{1}
18090	Southern Geffen Prefecture - Stronghold @{1}	ゲフェン南部地域 - 拠点 @{1}
18091	BDDictionary_enum@{1}_BigType_PerTenThousand	BDDictionary_enum@{1}_BigType_PerTenThousand
18092	Master Effects display area for certain Misc	一部コンテンツ用マスターエフェクト表示エリア
18093	Green Note Magic Circle Expanding Outer Ring	グリーンノート魔法陣・外周拡大
18094	White Note Magic Circle Expanding Outer Ring	ホワイトノート魔法陣・外周拡大
18095	Battle Chant Harmony: Original Melody Chorus	バトルチャント・ハーモニー：原旋律コーラス
18096	Are you sure you want to unmute this player?	このプレイヤーのミュートを解除しますか？
18097	The player has been removed from the Tavern.	プレイヤーを酒場から退出させました。
18098	The required mount is missing for this skill	このスキルに必要なマウントがありません
18099	Auction Dividend Settlement is still pending	オークション配当の精算はまだ完了していません
18100	Item is not currently available for purchase	現在このアイテムは購入できません
18101	Room owner transfer Function is on cooldown.	ルームオーナー譲渡機能はクールダウン中です。
18102	You cannot purchase your own consigned item.	自分が委託したアイテムは購入できません。
18103	Insufficient item stock. Unable to purchase.	在庫不足のため購入できません。
18104	The target player is already in the channel.	対象プレイヤーはすでにチャンネルに参加しています。
18105	The Adventurer Group invitation has expired.	冒険グループの招待は期限切れです。
18106	The guild emblem frame has not been unlocked	ギルドエンブレムフレームが未解放です
18107	The gift message contains invalid characters	ギフトメッセージに無効な文字が含まれています
18108	You are not the recipient of this gift order	あなたはこのギフト注文の受取人ではありません
18109	Stronghold War Auction - Auction is not open	拠点戦オークション - オークション未開催
18110	Escort delivery failed: Invalid escort wagon	護衛配送失敗：護衛ワゴンが無効です
18111	The Place Bet player Limit has been reached.	ベット人数上限に達しました。
18112	Only the Party Leader can start matchmaking.	パーティリーダーのみマッチングを開始できます。
18113	Skill Level-up is unavailable during combat.	戦闘中はスキルをレベルアップできません。
18114	Unable to select a location while following.	追従中は位置を選択できません。
18115	All Final Trial objectives must be completed	最終試練の全目標を完了する必要があります
18116	scenemgr timed out while creating the scene.	シーン作成中にscenemgrがタイムアウトしました。
18117	Cannot switch scenes: Player data not found.	シーン切替失敗：プレイヤーデータが見つかりません。
18118	Cannot switch scenes while in Battle Status.	戦闘状態中はシーンを切り替えられません。
18119	Cannot cast due to an invalid caster status.	術者の状態が無効なため詠唱できません。
18120	This Month's Total Guild Contributions: ${1}	今月のギルド総貢献度：${1}
18121	Guild Readiness has increased to Lv. 【${1}】.	ギルド準備度がLv.【${1}】に上昇しました。
18122	Carry a fire shell from the ammunition crate	弾薬箱から火炎弾を運ぶ
18123	After use, increases PATK and MATK by @{1}%.	使用後、PATKとMATKが@{1}%増加。
18124	Crafting is complete. The ritual is underway	クラフト完了。儀式が始まりました
18125	Broken equipment cannot be repaired normally	破損した装備は通常の方法では修理できません
18126	Unlock the following rewards as you level up	レベルアップに応じて次の報酬を解放
18127	Real-time group coordinates are on cooldown.	リアルタイムグループ座標はクールダウン中です。
18128	Item is on cooldown. Please try again later.	アイテムはクールダウン中です。しばらくしてから再試行してください。
18129	${1} was eliminated in the raging sandstorm.	${1}は荒れ狂う砂嵐に飲み込まれました。
18130	Increases 【Envenomed Blade】 damage by ${1}%.	【エンベノムブレイド】のダメージが${1}%増加。
18131	Gain a @{1}% Movement Speed and damage bonus	移動速度とダメージが@{1}%増加
18132	Current Preset has not been saved. Continue?	現在のプリセットは未保存です。続行しますか？
18133	Overall Ranking: <color=#e5dcc1>${1}</color>	総合ランキング：<color=#e5dcc1>${1}</color>
18134	Physical ATK and Magic ATK reduced by ${1}%.	物理ATKと魔法ATKが${1}%減少。
18135	Physical ATK and Magic ATK increase by ${5}%	物理ATKと魔法ATKが${5}%増加
18136	Physical ATK and Magic ATK increase by ${2}%	物理ATKと魔法ATKが${2}%増加
18137	There are currently no active Season events.	現在開催中のシーズンイベントはありません。
18138	Are you sure you want to cancel recruitment?	募集を取り消しますか？
18139	Event rewards have been sent to your mailbox.	イベント報酬をメールボックスへ送付しました。
18140	Failed to switch scenes. Please log in again!	シーン切替に失敗しました。再ログインしてください！
18141	<color=#fdab5b>Guild Emblem</color> Starlight	<color=#fdab5b>ギルドエンブレム</color> スターライト
18142	Socket @{1} cards of Purple Quality or higher	紫品質以上のカードを@{1}枚装着
18143	Continue onward and search for the Professor.	さらに進んで教授を捜す。
18144	Go provide Utility to the stationed Soldiers.	駐屯兵に支援を届ける。
18145	Participate in the War of Emperium @{1} times	攻城戦に@{1}回参加
18146	Receive an urgent letter from Professor Ryan.	ライアン教授から緊急の手紙を受け取る。
18147	Enter the airship and defeat the evil forces.	飛行船に入り、邪悪な勢力を倒す。
18148	Select the quest to learn about Battle Royale	クエストを選択してバトルロイヤルについて学ぶ
18149	Drop Test @{1}-Personal Limit-Limit Deduction	ドロップテスト @{1}-個人上限-上限減算
18150	Reach @{1}% completion for the First Movement	第1楽章の達成度@{1}%に到達
18151	Head to Southern Payon and meet up with Baoya	フェイヨン南部へ行きボヤと合流する
18152	Ask passersby if they have seen the professor	通行人に教授を見かけなかったか尋ねる
18153	Every @{1} AGI grants @{2} FLEE and @{3} ASPD	AGI@{1}ごとにFLEE@{2}、ASPD@{3}を獲得
18154	Affects damage taken from magic Damage Skills	魔法ダメージスキルから受けるダメージに影響
18155	Affects your damage taken from Earth monsters	地属性モンスターから受けるダメージに影響
18156	Affects your damage taken from Water monsters	水属性モンスターから受けるダメージに影響
18157	Affects your damage taken from Ghost monsters	念属性モンスターから受けるダメージに影響
18158	Affects your damage against Fish Race enemies	魚種族へのダメージに影響
