Index	English	Japanese_Translation
19001	A Costume modeled after the Grim Reaper's scythe.	死神の鎌を模したコスチューム。
19002	Go near the seller's Stall to purchase this item.	このアイテムを購入するには出品者の露店の近くへ移動してください。
19003	You don't have enough ${1} to make this purchase.	購入に必要な${1}が不足しています。
19004	Enter Dragon Coffin Island and Prepare for Battle	ドラゴンコフィン島へ入り、戦闘に備える
19005	【Create Adventure Group】Members Water the Sapling	【冒険グループ作成】メンバーが苗木に水やり
19006	Battle - Prontera South Gate - Last @{1} Monsters	戦闘 - プロンテラ南門 - 残りモンスター@{1}体
19007	Connect Quest - Team Up to Defeat MVP Producer Yu	連携クエスト - パーティでMVPプロデューサー・ユーを倒す
19008	Connect Quest - Team Up to Defeat Normal Orc Hero	連携クエスト - パーティでノーマル・オークヒーローを倒す
19009	Connect Quest - Team Up to Defeat Normal Mistress	連携クエスト - パーティでノーマル・ミストレスを倒す
19010	Connect Quest - Team Up to Defeat Normal Baphomet	連携クエスト - パーティでノーマル・バフォメットを倒す
19011	Please upgrade the Alchemy Incubation Room first.	先に錬金孵化室をアップグレードしてください。
19012	Craft Purple Quality equipment for the first time	初めて紫品質の装備を製作
19013	Craft Orange Quality equipment for the first time	初めてオレンジ品質の装備を製作
19014	Defeat Isti in the Realm of the Gods on Hard Mode	神々の領域・ハードモードでイスティを倒す
19015	Defeat Ilmo in the Realm of the Gods on Hard Mode	神々の領域・ハードモードでイルモを倒す
19016	Quick, use the cannon to attack the enemy ship!!!	急げ、大砲で敵船を攻撃しろ！！！
19017	Defeat Fafnir before he unleashes Wrath of Greed.	ファフニールが「強欲の怒り」を放つ前に倒す。
19018	Well, uh... We haven't been issued staff IDs yet.	えっと…まだスタッフIDが支給されてないんだ。
19019	It's Extremely Risky, but There's No Other Choice	ものすごく危険だけど、ほかに方法はない
19020	But... why does this place feel kind of familiar?	でも…どうしてここ、どこか懐かしい感じがするんだろう？
19021	Your friend ${1} sent you ${2}. Please accept it!	フレンドの${1}から${2}が届きました。受け取ってください！
19022	Hahaha! All right. Let me know when you're ready.	ハハハ！分かった。準備ができたら声をかけて。
19023	I hope the caravan has a safe and smooth journey.	キャラバンが無事に順調な旅を終えられますように。
19024	Complete all quests to choose 1 of 4 S-Rank Pets!	全クエストを完了してSランクペット4体から1体選択！
19025	Wow, will this let me fly? Boya, give me one too!	わあ、これで飛べるの？ボヤ、僕にも1つちょうだい！
19026	Wow, it definitely looks way more impressive now~	わあ、確かにずっと立派になったね～
19027	All right. This area is dangerous, so be careful.	分かった。この辺りは危険だから気をつけて。
19028	<color=#F8B453>Distance Until Event Opens</color>	<color=#F8B453>イベント開始まで</color>
19029	<color=#9ae35a>Reward Count limit reached</color>	<color=#9ae35a>報酬回数が上限に達しました</color>
19030	This Week's Competition Medals: ^{1}${1}/${2}^{2}	今週の競技メダル：^{1}${1}/${2}^{2}
19031	Players must pass the Dynamite after @{1} seconds	プレイヤーは@{1}秒後にダイナマイトを渡す必要があります
19032	^{1}【Warning】^{2}[Left City Guard] HP below @{1}%	^{1}【警告】^{2}[左側城門守備兵] HPが@{1}%未満
19033	You rummage through the bushes, only to be dazed.	茂みをかき分けて探したが、目が回ってしまった。
19034	${1} Killed ${2} and achieved an @{1} Killstreak.	${1}が${2}を倒し、@{1}連続キルを達成しました。
19035	^{1}^{2}${2}^{3} has achieved a ${3}-Kill streak!	^{1}^{2}${2}^{3}が${3}連続キルを達成！
19036	The Royal City Battle will begin in @{1} minutes.	王都戦開始まで@{1}分。
19037	The Royal City Battle has begun. Participate Now?	王都戦が始まりました。今すぐ参加しますか？
19038	Magic Crystal donations have reached ${1} Energy.	魔法クリスタルの寄付がエネルギー${1}に到達しました。
19039	You successfully rescued ${1} using the ambulance	救急車を使って${1}の救助に成功しました
19040	Unfortunately, ${1} has left the Adventure Party.	残念ながら${1}は冒険パーティを離脱しました。
19041	${1}'s party has accepted an Elite Treasure Cart.	${1}のパーティがエリート宝物カートを受け取りました。
19042	Air Pirate Lackey\nTake out the one with the pet!	空賊の手下\nペット連れのやつを狙え！
19043	Looks like you're not taking this very seriously.	どうやら本気でやる気はないみたいだね。
19044	Bobo\nFound it! It's this shiny thing right here~	ボボ\n見つけた！このキラキラしたやつだよ～
19045	The village chief never said there'd be a test...	村長、試験があるなんて言ってなかったぞ…
19046	Bobo\nSomething doesn't feel right around here...	ボボ\nなんだかこの辺、様子がおかしいよ…
19047	The Hunting Challenge will begin in @{1} minutes.	ハンティングチャレンジ開始まで@{1}分。
19048	seconds until this story can no longer be skipped	このストーリーをスキップできなくなるまでの秒数
19049	Auction complete. The item has been sent by mail.	オークション完了。アイテムをメールで送付しました。
19050	Use Fixed price to purchase the item immediately.	固定価格でアイテムを即時購入。
19051	Lightning Style - Rolling Thunder (Actual Damage)	雷遁 - ローリングサンダー（実ダメージ）
19052	PATCH_LOAD_REMOTE_CONFIG_ERROR_ENTER_OFFLINE_MODE	PATCH_LOAD_REMOTE_CONFIG_ERROR_ENTER_OFFLINE_MODE
19053	"Super Novice" cannot equip any weapons or armor.	「スーパーノービス」は武器・防具を装備できません。
19054	Permanently unlocks the Evil Wing Ears appearance	イビルウィングイヤー外見を永久解放
19055	Permanently unlocks the Prankster Mask appearance	プランクスターマスク外見を永久解放
19056	Permanently unlocks the Midnight Thorn appearance	ミッドナイトソーン外見を永久解放
19057	Permanently unlocks the Sun God Helmet appearance	サンゴッドヘルム外見を永久解放
19058	Permanently unlocks the Golden Coronet appearance	ゴールデンコロネット外見を永久解放
19059	Permanently unlocks the Angel Headband appearance	エンジェルヘアバンド外見を永久解放
19060	Permanently unlocks the Old Television appearance	オールドテレビ外見を永久解放
19061	Permanently unlocks the Child Pacifier appearance	チャイルドおしゃぶり外見を永久解放
19062	Permanently unlocks the Black Cat Ears appearance	ブラックキャットイヤー外見を永久解放
19063	Permanently unlocks the Apple Headwear appearance	アップル頭装備外見を永久解放
19064	Permanently unlocks the Fruit Peel Hat appearance	フルーツピールハット外見を永久解放
19065	Open to receive the Nine-Tone Mantra Costume set.	開くと九音真言コスチュームセットを獲得。
19066	Open to receive 1 random Orange Divine Art Totem.	開くとランダムなオレンジ品質の神術トーテムを1個獲得。
19067	Open to receive all of the following Soul Echoes.	開くと以下のソウルエコーをすべて獲得。
19068	DHA-rich mackerel that is sometimes used as bait.	DHA豊富なサバ。餌として使われることもある。
19069	White granulated crystals used to sweeten dishes.	料理を甘くするために使う白い粒状の結晶。
19070	Fine Green Equipment with impressive ATK and DEF.	ATKとDEFに優れた上質な緑装備。
19071	Grants a chance to obtain an Orange Quality Card.	オレンジ品質カードを獲得する可能性があります。
19072	Dried hides curled up into the shape of a circle.	輪の形に丸まった乾燥皮。
19073	Cards of this quality yield no Collection rewards	この品質のカードではコレクション報酬を獲得できません
19074	An ornament used to decorate clothing and fabric.	衣服や布地を飾る装飾品。
19075	A long staff carved in the likeness of a goddess.	女神をかたどって彫られた長い杖。
19076	A Spear made for hunting, with a leaf-shaped tip.	葉形の穂先を持つ狩猟用の槍。
19077	Inactive: A higher-level skill is already active.	無効：より高レベルのスキルがすでに有効です。
19078	Not enough fragments to craft the treasure chest.	宝箱製作に必要な欠片が不足しています。
19079	All equipment must reach Reinforcement level ${1}	すべての装備を強化Lv.${1}にする必要があります
19080	Current Equipment Stunt count requirement not met	現在の装備アクション数が条件を満たしていません
19081	Pet count for the corresponding Rarity is too low	該当レアリティのペット数が不足しています
19082	Deployed Soul Echoes do not meet the requirements	配置中のソウルエコーが条件を満たしていません
19083	Cannot remove party members during a boss battle.	ボス戦中はパーティメンバーを除外できません。
19084	High-Energy Pulse - Replace Mode with Axe Tornado	ハイエナジーパルス - モードをアックストルネードに置換
19085	Holy Cross Weapon Damage (Deprecated; Uses Stunt)	ホーリークロス武器ダメージ（廃止予定・アクション使用）
19086	Increased Martyr's Reckoning Normal Attack Damage	マーターズレコニングの通常攻撃ダメージ増加
19087	Auto Guard Increases Shield Bash and Other Damage	オートガードでシールドバッシュなどのダメージ増加
19088	Golden Thief Bug Summons Thief Bugs with Paralyze	黄金蟲が麻痺効果付きの盗蟲を召喚
19089	Continuous Lightning Strike Damage Increase Check	ライトニングストライク持続ダメージ増加チェック
19090	Remaining Bonus Time: <color=#63A22B>${1}</color>	残りボーナスタイム：<color=#63A22B>${1}</color>
19091	Deploy ${1} Soul Echoes of quality ${2} or higher	${2}品質以上のソウルエコーを${1}個配置
19092	Skill casting was interrupted by the ${1} status.	${1}状態によりスキル詠唱が中断されました。
